col0,col1,col2,col3
Danamon Open,Jakarta,tennis,Indonesia
Croatian Bol Ladies Open,Bol,tennis,Croatia
2015 MercedesCup,Stuttgart,tennis,Germany
Brasil Open,São Paulo,tennis,Brazil
Welsh International Open,Cardiff,tennis,United Kingdom
Clarins Open,Paris,tennis,France
Ilva Trophy,Taranto,tennis,Italy
Internazionali di Modena,Modena,tennis,Italy
Delray Beach International Tennis Championships,Delray Beach,tennis,United States of America
State Farm Women's Tennis Classic,Phoenix,tennis,United States of America
Virginia Slims of Utah,Salt Lake City,tennis,United States of America
Virginia Slims of Houston,Houston,tennis,United States of America
WTA South Carolina,South Carolina,tennis,United States of America
Ameritech Cup,Chicago,tennis,United States of America
