col0,col1,col2,col3,col4
Adoration of the Magi,Uffizi Gallery,wood,Uffizi,Virgin Mary
The Virgin and Child with Saint Andrew and Saint Peter,National Galleries of Scotland,oil paint,Scottish National Gallery,Jesus Christ
American Commissioners of the Preliminary Peace Negotiations with Great Britain,Winterthur Museum and Country Estate,oil paint,Winterthur Museum and Country Estate,Henry Laurens
"Mount Desert Island ?, Landscape","Cooper Hewitt, Smithsonian Design Museum",graphite,"Cooper Hewitt, Smithsonian Design Museum",Mount Desert Island
Naked Reading Woman,musée d'Art moderne de Troyes,canvas,musée d'Art moderne de Troyes,sitting
The Road to Laon,Musée national d'art moderne,oil paint,Musée national d'art moderne,Laon Cathedral
American Commissioners of the Preliminary Peace Negotiations with Great Britain,Winterthur Museum and Country Estate,oil paint,Winterthur Museum and Country Estate,John Jay
"Georgiana Spencer, Duchess of Devonshire",Chatsworth House,oil paint,Chatsworth House,"Georgiana Cavendish, Duchess of Devonshire"
American Commissioners of the Preliminary Peace Negotiations with Great Britain,Winterthur Museum and Country Estate,oil paint,Winterthur Museum and Country Estate,Treaty of Paris
Naked Reading Woman,musée d'Art moderne de Troyes,canvas,musée d'Art moderne de Troyes,reading
"Cotopaxi seen from Ambato, Ecuador","Cooper Hewitt, Smithsonian Design Museum",graphite,"Cooper Hewitt, Smithsonian Design Museum",Cotopaxi
The Road to Laon,Musée national d'art moderne,oil paint,Musée national d'art moderne,Laon
"Colombia or Ecuador, Church Roofs","Cooper Hewitt, Smithsonian Design Museum",pencil,"Cooper Hewitt, Smithsonian Design Museum",roof
American Commissioners of the Preliminary Peace Negotiations with Great Britain,Winterthur Museum and Country Estate,oil paint,Winterthur Museum and Country Estate,Benjamin Franklin
The Road to Laon,Musée national d'art moderne,oil paint,Musée national d'art moderne,road
