col0,col1,col2,col3,col4,col5,col6,col7
2009 Pilot Pen Tennis,2009-08-21,tennis,2009-01-01,tennis tournament edition,2008 Pilot Pen Tennis (women),Women's Tennis Association,United States of America
2008 Pilot Pen Tennis,2008-08-15,tennis,2008-01-01,tennis tournament edition,2007 Pilot Pen Tennis (women),Women's Tennis Association,United States of America
2007 Pilot Pen Tennis,2007-08-17,tennis,2007-01-01,tennis tournament edition,2006 Pilot Pen Tennis (women),Women's Tennis Association,United States of America
2004 Pilot Pen Tennis,2004-08-20,tennis,2004-01-01,tennis tournament edition,2003 Pilot Pen Tennis,Women's Tennis Association,United States of America
2003 Pilot Pen Tennis,2003-08-15,tennis,2003-01-01,tennis tournament edition,2002 Pilot Pen Tennis,Women's Tennis Association,United States of America
2001 Pilot Pen Tennis,2001-08-17,tennis,2001-01-01,tennis tournament edition,2000 Pilot Pen Tennis,Women's Tennis Association,United States of America
2012 New Haven Open at Yale,2012-08-19,tennis,2012-01-01,tennis tournament edition,2011 New Haven Open at Yale,Women's Tennis Association,United States of America
2018 Connecticut Open,2018-01-01,tennis,2018-01-01,WTA New Haven,2017 Connecticut Open,Women's Tennis Association,United States of America
2017 Connecticut Open,2017-08-20,tennis,2017-01-01,WTA New Haven,2016 Connecticut Open,Women's Tennis Association,United States of America
2016 Connecticut Open,2016-08-19,tennis,2016-01-01,WTA New Haven,2015 Connecticut Open,Women's Tennis Association,United States of America
2015 Connecticut Open,2015-08-22,tennis,2015-01-01,WTA New Haven,2014 Connecticut Open,Women's Tennis Association,United States of America
2014 Connecticut Open,2014-08-16,tennis,2014-01-01,WTA New Haven,2013 New Haven Open at Yale,Women's Tennis Association,United States of America
2009 Pilot Pen Tennis,2009-08-21,tennis,2009-01-01,WTA New Haven,2008 Pilot Pen Tennis (women),Women's Tennis Association,United States of America
2008 Pilot Pen Tennis,2008-08-15,tennis,2008-01-01,WTA New Haven,2007 Pilot Pen Tennis (women),Women's Tennis Association,United States of America
