col0,col1,col2,col3,col4,col5
Regensburg,urban district of Bavaria,Arena Regensburg,Mayors for Peace,Germany,Stimmkreis Regensburg-Stadt
Ingolstadt,urban municipality of Germany,Tuja-Stadion,Bayerischer Städtetag,Germany,Stimmkreis Ingolstadt
Regensburg,urban municipality of Germany,Arena Regensburg,Mayors for Peace,Germany,Stimmkreis Regensburg-Stadt
Ingolstadt,big city,Tuja-Stadion,Bayerischer Städtetag,Germany,Stimmkreis Ingolstadt
Regensburg,big city,Arena Regensburg,Mayors for Peace,Germany,Stimmkreis Regensburg-Stadt
Ingolstadt,college town,Tuja-Stadion,Bayerischer Städtetag,Germany,Stimmkreis Ingolstadt
Regensburg,college town,Arena Regensburg,Mayors for Peace,Germany,Stimmkreis Regensburg-Stadt
Ingolstadt,major regional center,Tuja-Stadion,Bayerischer Städtetag,Germany,Stimmkreis Ingolstadt
Regensburg,Free imperial city,Arena Regensburg,Mayors for Peace,Germany,Stimmkreis Regensburg-Stadt
Ingolstadt,independent city of Germany,Tuja-Stadion,Bayerischer Städtetag,Germany,Stimmkreis Ingolstadt
Regensburg,independent city of Germany,Arena Regensburg,Bayerischer Städtetag,Germany,Stimmkreis Regensburg-Stadt
