col0,col1,col2,col3
Sremski Karlovci,Opština Sremski Karlovci,Sergiyev Posad,South Bačka District
Bečej,Bečej Municipality,Szekszárd,South Bačka District
Sremski Karlovci,Opština Sremski Karlovci,Bardejov,South Bačka District
Šid,Šid Municipality,Genoa,Srem District
Ada,Ada Municipality,Makó,Kingdom of Hungary
Ruma,Ruma municipality,Arzamas,Vojvodina
Zemun,Serbian Vojvodina,Kranj,Belgrade
Bačka Palanka,Bačka Palanka Municipality,Kalush,Bačka Palanka Municipality
Bač,Bač Municipality,Vukovar,Bač Municipality
Sokobanja,Sokobanja Municipality,Hódmezővásárhely,Sokobanja Municipality
Beočin,Beočin Municipality,Battonya,Beočin Municipality
