col0,col1,col2,col3
Freeciv,Microsoft Windows,1996-01-05,multiplayer video game
Warzone 2100,Microsoft Windows,1999-04-10,multiplayer video game
Hedgewars,Linux,2006-11-24,multiplayer video game
Tremulous,Linux,2005-08-11,multiplayer video game
BZFlag,Linux,2007-11-15,multiplayer video game
OpenTTD,Linux,2004-03-14,multiplayer video game
Frozen Bubble,Linux,2002-02-08,multiplayer video game
Freeciv,Linux,1996-01-05,multiplayer video game
Minetest Game,Android,2011-02-01,multiplayer video game
Freeciv,OpenBSD,1996-01-05,cooperative gameplay
