col0,col1,col2,col3
Moaña,Spain,133,municipality of Galicia
O Bolo,Spain,785,municipality of Galicia
Cervo,Spain,465,municipality of Galicia
O Porriño,Spain,109,municipality of Galicia
Vimianzo,Spain,450,municipality of Galicia
"Miño, A Coruña",Spain,10,municipality of Galicia
Trazo,Spain,320,municipality of Galicia
Vedra,Spain,165,municipality of Galicia
Brión,Spain,289,municipality of Galicia
Mondariz – Balneario,Spain,758,municipality of Galicia
Sarreaus,Spain,650,municipality of Galicia
Cenlle,Spain,117,municipality of Galicia
