col0,col1,col2,col3,col4
Davis Playground,playground,Squirrel Hill,Pittsburgh,United States of America
Heckscher Playground,playground,Central Park,Manhattan,United States of America
Kleuterhof,playground,Kaatsheuvel,Loon op Zand,Netherlands
Kindervreugd,playground,Kaatsheuvel,Loon op Zand,Kingdom of the Netherlands
"Ekorrparken, Skansen",playground,Open-air museum Skansen,Stockholm Municipality,Sweden
Davis Playground,park,Squirrel Hill,Pittsburgh,United States of America
Kalakaua Recreation Center Playground,playground,Kalakaua Recreation Center,Honolulu,United States of America
Fort Dupont Playground,playground,Fort Dupont Park,"Washington, D.C.",United States of America
Undine Park Playground,playground,Undine Park,Laramie,United States of America
playground Willem-Alexanderlaan,playground,Berkel en Rodenrijs,Lansingerland,Netherlands
playground Willem Wilminkstraat,playground,Berkel en Rodenrijs,Lansingerland,Netherlands
