col0,col1,col2,col3
State of Decay: Year-One Survival Edition,Xbox Game Studios,State of Decay,Xbox One
The Caligula Effect: Overdose,Nippon Ichi Software,The Caligula Effect,PlayStation 4
The Walking Dead: The Telltale Definitive Series,Skybound Games,The Walking Dead,PlayStation 4
Red Faction Guerrilla Re-Mars-tered,THQ Nordic,Red Faction: Guerrilla,PlayStation 4
Dead Island: Definitive Edition,Deep Silver,Dead Island,PlayStation 4
The Binding of Isaac: Rebirth,Nicalis,The Binding of Isaac,PlayStation 4
Dead Island Riptide: Definitive Edition,Deep Silver,Dead Island: Riptide,PlayStation 4
Crash Team Racing Nitro-Fueled,Sega,Crash Team Racing,PlayStation 4
Resident Evil 3,Capcom,Resident Evil 3: Nemesis,PlayStation 4
Sniper Elite V2 Remastered,Rebellion Developments,Sniper Elite V2,PlayStation 4
Final Fantasy VII Remake,Square Enix,Final Fantasy VII,PlayStation 4
Monster Hunter XX,Capcom,Monster Hunter Generations,Nintendo 3DS
