col0,col1,col2,col3,col4,col5
Jinotega,136342,big city,1003.87,Nicaragua,880.34
San Juan de Nicaragua,275,border town,6,Nicaragua,1657
San Rafael del Norte,22147,municipality of Nicaragua,1078.68,Nicaragua,232.84
La Concordia,7320,municipality of Nicaragua,899.11,Nicaragua,151.02
Santa María de Pantasma,53499,municipality of Nicaragua,420,Nicaragua,559.85
Yalagüina,9597,municipality of Nicaragua,640,Nicaragua,71
San José de Cusmapa,7072,municipality of Nicaragua,1288,Nicaragua,130
Mozonte,6795,municipality of Nicaragua,697,Nicaragua,218
San Sebastián de Yalí,35549,municipality of Nicaragua,851.24,Nicaragua,400.86
San José de Bocay,63922,municipality of Nicaragua,300,Nicaragua,3990.4
