col0,col1,col2,col3
Eagles Hall,Neoclassical architecture,United States of America,San Diego
University Settlement Society of New York,neoclassicism,United States of America,Manhattan
Merdeka Building,Art Deco,Indonesia,Bandung
"First Church of Christ, Scientist",Beaux-Arts,United States of America,Portland
Seidenweberhaus,brutalist architecture,Germany,Krefeld
Denver Athletic Club,Romanesque Revival architecture,United States of America,Colorado
Eastside Community Center,Gothic Revival architecture,United States of America,Illinois
John C. Proctor Recreation Center,neoclassicism,United States of America,Illinois
Svoboda Factory Club,Constructivist architecture,Russia,Moscow
Zuev Workers' Club,Constructivist architecture,Russia,Moscow
Kauchuk Factory Club,Constructivist architecture,Russia,Moscow
Venice Branch,Spanish Colonial Revival architecture,United States of America,California
Besední dům,Renaissance Revival architecture,Czech Republic,Brno-město
