col0,col1,col2,col3,col4,col5,col6
Sneasel,28,ice-type Pokémon,black,90,list of Pokémon introduced in Generation II,Pokémon universe
Arceus,320,flying-type Pokémon,gray,320,list of Pokémon introduced in Generation IV,Pokémon universe
Houndoom,35,fire-type Pokémon,black,140,list of Pokémon introduced in Generation II,Pokémon universe
Arceus,320,???-type Pokémon,gray,320,list of Pokémon introduced in Generation IV,Pokémon universe
Bisharp,70,steel-type Pokémon,red,160,list of Pokémon introduced in Generation V,Pokémon universe
Pangoro,136,dark-type Pokémon,white,210,list of Pokémon introduced in Generation VI,Pokémon universe
Malamar,47,dark-type Pokémon,blue,150,list of Pokémon introduced in Generation VI,Pokémon universe
Greninja,40,dark-type Pokémon,blue,150,list of Pokémon introduced in Generation VI,Pokémon universe
Yveltal,203,dark-type Pokémon,red,580,list of Pokémon introduced in Generation VI,Pokémon universe
Tyranitar,202,dark-type Pokémon,green,200,evolutionary line of Larvitar,Pokémon universe
Zweilous,50,dark-type Pokémon,blue,140,list of Pokémon introduced in Generation V,Pokémon universe
Vullaby,9,dark-type Pokémon,brown,50,list of Pokémon introduced in Generation V,Pokémon universe
