col0,col1,col2,col3,col4
Dörvöljin,Zavkhan Province,1351,district of Mongolia,UTC+08:00
Bogd,Övörkhangai Province,1529,district of Mongolia,UTC+08:00
Bayandelger,Sükhbaatar Province,1110,district of Mongolia,UTC+08:00
Ikh-Uul,Zavkhan Province,1638,district of Mongolia,UTC+08:00
Bayankhairkhan,Zavkhan Province,1870,district of Mongolia,UTC+08:00
Bökhmörön,Uvs Province,1485,district of Mongolia,UTC+07:00
Ider,Zavkhan Province,1967,district of Mongolia,UTC+08:00
Erdenekhairkhan,Zavkhan Province,1890,district of Mongolia,UTC+08:00
Gurvan tes,Ömnögovi Province,1738,district of Mongolia,UTC+08:00
Bayantes,Zavkhan Province,1442,district of Mongolia,UTC+08:00
Batsümber,Töv Province,1128,district of Mongolia,UTC+08:00
Khalzan,Sükhbaatar Province,1034,district of Mongolia,UTC+08:00
Khujirt,Övörkhangai Province,1660,district of Mongolia,UTC+08:00
