col0,col1,col2,col3
Royal Altar Gates,St. Peter and St. Paul,168,Bansko art school
Royal Altar Gates,St. Great Martyr Dimiter,149,Bansko art school
St. Methodius and St. Cyril,St. Great Martyr Dimiter,100,Bansko art school
The Entry of Christ into Jerusalem,St. Great Martyr Dimiter,48,Bansko art school
St. Great Martyr George,St. Great Martyr Dimiter,99,Bansko art school
Saint Prophet Elijah with scenes from his life,The Virgin,126,Bansko art school
St. Prophet Elijah,St. Archangel Michael,47.5,Bansko art school
The Nativity of St. John the Forerunner and His Beheading,St. Archangel Michael,76.5,Bansko art school
The Raising of Lazarus,Archangels Michael and Gabriel,71,Bansko art school
The Nativity of the Virgin,The Virgin,74,Bansko art school
The Crucifix of Christ,Metropolitan church,78,Bansko art school
Diakonikon Altar Gates,St. Trinity,200,Bansko art school
St. Sabbas and St. Nicolas,St. Trinity,30,Bansko art school
"St. Gregory the Theologian, St. John Chrysostom and St. Basil the Great",St. Trinity,32,Bansko art school
