col0,col1,col2,col3
The Spotlight Kid,Museum of Modern Art,Reprise Records,blues rock
The B-52's,Museum of Modern Art,Warner Bros.,new wave
Meet The Residents,Museum of Modern Art,Ralph Records,experimental rock
Rio,Museum of Modern Art,EMI,new wave
Jealous Again,Museum of Modern Art,SST Records,hardcore punk
Loose Nut,Museum of Modern Art,SST Records,hardcore punk
Unfinished Music No. 1: Two Virgins,Victoria and Albert Museum,Apple,experimental music
Aoxomoxoa,Museum of Modern Art,Warner Bros. Records,psychedelic rock
Victorialand,Victoria and Albert Museum,4AD,ambient music
Closer,Museum of Modern Art,Factory Records,gothic rock
My War,Museum of Modern Art,SST Records,hardcore punk
John Lennon/Plastic Ono Band,Museum of Modern Art,EMI,rock music
The Velvet Underground & Nico,Museum of Modern Art,Verve Records,experimental rock
New Boots and Panties!!,Museum of Modern Art,Stiff Records,music hall
The Velvet Underground & Nico,Museum of Modern Art,Verve Records,psychedelic rock
