col0,col1,col2,col3
Sanxia District,2010-01-01,urban township of Taiwan,Taiwan
Annan District,1920-01-01,district of Taiwan,Taiwan
West Central District,1993-01-01,district of Taiwan,Taiwan
East District,1990-11-01,district of Taiwan,Taiwan
Sanxia District,2010-01-01,district of Taiwan,Taiwan
Sanchong District,1947-01-01,district of Taiwan,Taiwan
Banqiao District,1846-01-01,district of Taiwan,Taiwan
Xinshe District,2010-01-01,district of Taiwan,Taiwan
Tanzi District,2010-01-01,district of Taiwan,Taiwan
Shengang District,2010-01-01,district of Taiwan,Taiwan
