col0,col1,col2,col3,col4,col5,col6,col7
Journal of Belgian History,Journal of Belgian History,history journal,history of Belgium,Centre for Historical Research and Documentation on War and Society,Belgium,1969-01-01,French
Medieval Archaeology,Medieval Archaeology,history journal,medieval archaeology,Taylor & Francis,England,1957-01-01,English
Australian Archaeology,Australian Archaeology,history journal,archaeology,Australian Archaeological Association,Australia,1974-01-01,English
Oxford Journal of Archaeology,Oxford Journal of Archaeology,history journal,archaeology,Wiley,England,1982-01-01,English
Diplomatic History,Diplomatic History,history journal,international relations,Oxford University Press,England,1977-01-01,English
Change Over Time,Change Over Time,history journal,history,University of Pennsylvania Press,United States of America,2011-01-01,English
J19,J19,history journal,American literature,University of Pennsylvania Press,United States of America,2013-01-01,English
Journal of Interpretation Research,Journal of Interpretation Research,history journal,history,National Association for Interpretation,United States of America,1996-01-01,English
Textile History,Textile History,history journal,history of costume,Taylor & Francis,England,1968-01-01,English
History and Theory,History and Theory,history journal,history,Wiley-Blackwell,United States of America,1960-01-01,English
Journal of Early Modern Studies,Journal of Early Modern Studies,history journal,history,Firenze University Press,Romania,2012-01-01,English
Sixteenth Century Journal,Sixteenth Century Journal,history journal,history,Truman State University,United States of America,1969-01-01,English
Indiana Magazine of History,Indiana Magazine of History,history journal,history of the United States,Indiana University,United States of America,1905-01-01,English
History of the Human Sciences,History of the Human Sciences,history journal,history of the social sciences,SAGE Publishing,England,1988-01-01,English
