col0,col1,col2,col3
chibinite,Armenian Soviet Encyclopedia,"silicate class of minerals, class number 9",mineral variety
demantoid,Brockhaus and Efron Encyclopedic Dictionary,andradite,mineral variety
rock crystal,Brockhaus and Efron Encyclopedic Dictionary,quartz,mineral variety
Iceland spar,Armenian Soviet Encyclopedia,calcite,mineral variety
iridosmine,New Encyclopedic Dictionary,osmium (native),mineral variety
wolframite,Armenian Soviet Encyclopedia,wolframite mineral group,mineral variety
heliotrope,Nordisk familjebok,chalcedony,mineral variety
labradorite,Armenian Soviet Encyclopedia,anorthite,mineral variety
moonstone,Armenian Soviet Encyclopedia,alkali feldspar,mineral variety
oligoclase,New Encyclopedic Dictionary,albite,mineral variety
amazonita,Brockhaus and Efron Encyclopedic Dictionary,microcline,mineral variety
selenite,Brockhaus and Efron Encyclopedic Dictionary,gypsum,mineral variety
