col0,col1,col2,col3
Koutloumousiou,Blue Flag beach,recreation area,Greece
Salonikiou,Blue Flag beach,recreation area,Greece
Kalogrias Sithonias,Blue Flag beach,recreation area,Greece
Glyfada A Attiki,Blue Flag beach,recreation area,Greece
Glyfada B Attiki,Blue Flag beach,recreation area,Greece
Anissaras-Mitsis Laguna,Blue Flag beach,recreation area,Greece
Kokkini Chani-Rinela,Blue Flag beach,recreation area,Greece
Paliouri Kanistro,Blue Flag beach,recreation area,Greece
Alykes Chalkidiki,Blue Flag beach,recreation area,Greece
Charamida,Blue Flag beach,recreation area,Greece
