col0,col1,col2,col3,col4,col5,col6,col7
Abia State,Executive Council of Abia State,Ibibio,Akwa Ibom State,Nigeria,Umuahia,6320,Nigeria
Kaduna State,executive council of Kaduna State,Shamang,Federal Capital Territory,Nigeria,Kaduna,46053,Nigeria
Taraba State,Executive Council of Taraba State,Kulung language,Nasarawa State,Nigeria,Jalingo,54473,Nigeria
Kwara State,Kwara State Executive Council,Tiv,Kogi State,Nigeria,Ilorin,36825,Nigeria
Bauchi State,executive council of Bauchi State,Berom,Kaduna State,Nigeria,Bauchi,45837,Nigeria
Plateau State,executive council of Plateau State,Pe,Bauchi State,Nigeria,Jos,30913,Nigeria
Anambra State,Anambra State Executive Council,Igala,Kogi State,Nigeria,Awka,4844,Nigeria
Zamfara State,executive council of Zamfara State,ut-Ma'in,Niger State,Nigeria,Gusau,39762,Nigeria
Borno State,executive council of Borno State,Lamang,Adamawa State,Nigeria,Maiduguri,70898,Nigeria
Adamawa State,executive council of Adamawa State,Gaa,Taraba State,Nigeria,Yola,36917,Nigeria
Kogi State,executive council of Kogi State,Gbagyi,Benue State,Nigeria,Lokoja,29833,Nigeria
Akwa Ibom State,Akwa Ibom Executive Council,Ibibio,Abia State,Nigeria,Uyo,7081,Nigeria
Kogi State,executive council of Kogi State,Akpes,Edo State,Nigeria,Lokoja,29833,Nigeria
Taraba State,Executive Council of Taraba State,Etkywan,Gombe State,Nigeria,Jalingo,54473,Nigeria
