col0,col1,col2,col3,col4,col5
Getting to Know You,Getting to Know You,English,Della Reese,1951-01-01,Richard Rodgers
I Whistle a Happy Tune,I Whistle a Happy Tune,English,Elaine Paige,1951-01-01,Richard Rodgers
Getting to Know You,Getting to Know You,English,Elaine Paige,1951-01-01,Richard Rodgers
Bali Ha'i,Bali Ha'i,English,Peggy Lee,1949-01-01,Richard Rodgers
I Have Dreamed,I Have Dreamed,English,Connie Francis,1969-01-01,Richard Rodgers
If I Loved You,If I Loved You,English,Andy Williams,1945-01-01,Richard Rodgers
I Whistle a Happy Tune,I Whistle a Happy Tune,English,Andy Williams,1951-01-01,Richard Rodgers
I Have Dreamed,I Have Dreamed,English,Andy Williams,1969-01-01,Richard Rodgers
Getting to Know You,Getting to Know You,English,Andy Williams,1951-01-01,Richard Rodgers
Bali Ha'i,Bali Ha'i,English,Harry James,1949-01-01,Richard Rodgers
I Whistle a Happy Tune,I Whistle a Happy Tune,English,Julie Andrews,1951-01-01,Richard Rodgers
