col0,col1,col2,col3,col4,col5,col6
Nereus,Iaera,male,Greek sea god,Brockhaus and Efron Encyclopedic Dictionary,Gaia,Pontus
Oceanus,Klymene,male,anthropomorphism,Brockhaus and Efron Encyclopedic Dictionary,Gaia,Uranus
Nereus,Cydippe,male,Greek sea god,Brockhaus and Efron Encyclopedic Dictionary,Gaia,Pontus
Oceanus,Potamoi,male,Titan,Brockhaus and Efron Encyclopedic Dictionary,Gaia,Uranus
Nereus,Dione,male,Greek sea god,Brockhaus and Efron Encyclopedic Dictionary,Gaia,Pontus
Oceanus,Calypso,male,anthropomorphism,Brockhaus and Efron Encyclopedic Dictionary,Gaia,Uranus
Tethys,Peitho,female,Greek sea god,Brockhaus and Efron Encyclopedic Dictionary,Gaia,Uranus
Oceanus,Ceto,male,Greek sea god,Brockhaus and Efron Encyclopedic Dictionary,Gaia,Uranus
Tethys,Calypso,female,Greek sea god,Brockhaus and Efron Encyclopedic Dictionary,Gaia,Uranus
Oceanus,Calypso,male,Titan,Brockhaus and Efron Encyclopedic Dictionary,Gaia,Uranus
Tethys,Amalthea,female,Greek sea god,Brockhaus and Efron Encyclopedic Dictionary,Gaia,Uranus
Nereus,Halimede,male,Greek sea god,Brockhaus and Efron Encyclopedic Dictionary,Gaia,Pontus
Tethys,Amalthea,female,Titan,Brockhaus and Efron Encyclopedic Dictionary,Gaia,Uranus
Oceanus,Ephyra,male,Greek sea god,Brockhaus and Efron Encyclopedic Dictionary,Gaia,Uranus
