col0,col1,col2,col3,col4,col5,col6,col7
2018 World Rowing Cup II,Regattazentrum Ottensheim,World Rowing Cup regatta,2018 World Rowing Cup,International Rowing Federation,2018-01-01,2018-06-21,Austria
2018 World Rowing Cup I,Ada Ciganlija Regatta Venue,World Rowing Cup regatta,2018 World Rowing Cup,International Rowing Federation,2018-01-01,2018-06-01,Serbia
2017 World Rowing Cup III,Rotsee,World Rowing Cup regatta,2017 World Rowing Cup,International Rowing Federation,2017-01-01,2017-07-07,Switzerland
2017 World Rowing Cup II,Lake Malta,World Rowing Cup regatta,2017 World Rowing Cup,International Rowing Federation,2017-01-01,2017-06-16,Poland
2017 World Rowing Cup I,Ada Ciganlija Regatta Venue,World Rowing Cup regatta,2017 World Rowing Cup,International Rowing Federation,2017-01-01,2017-05-05,Serbia
2016 World Rowing Cup III,Lake Malta,World Rowing Cup regatta,2016 World Rowing Cup,International Rowing Federation,2016-01-01,2016-06-17,Poland
2016 World Rowing Cup II,Rotsee,World Rowing Cup regatta,2016 World Rowing Cup,International Rowing Federation,2016-01-01,2016-05-27,Switzerland
2016 World Rowing Cup I,Lake Varese,World Rowing Cup regatta,2016 World Rowing Cup,International Rowing Federation,2016-01-01,2016-04-15,Italy
2015 World Rowing Cup III,Rotsee,World Rowing Cup regatta,2015 World Rowing Cup,International Rowing Federation,2015-01-01,2015-07-10,Switzerland
2015 World Rowing Cup II,Lake Varese,World Rowing Cup regatta,2015 World Rowing Cup,International Rowing Federation,2015-01-01,2015-06-19,Italy
2015 World Rowing Cup I,Lake Bled,World Rowing Cup regatta,2015 World Rowing Cup,International Rowing Federation,2015-01-01,2015-05-08,Slovenia
2014 World Rowing Cup III,Rotsee,World Rowing Cup regatta,2014 World Rowing Cup,International Rowing Federation,2014-01-01,2014-07-11,Switzerland
2014 World Rowing Cup II,Lac d'Aiguebelette,World Rowing Cup regatta,2014 World Rowing Cup,International Rowing Federation,2014-01-01,2014-06-20,France
2014 World Rowing Cup I,Sydney International Regatta Centre,World Rowing Cup regatta,2014 World Rowing Cup,International Rowing Federation,2014-01-01,2014-03-28,Australia
2013 World Rowing Cup III,Rotsee,World Rowing Cup regatta,2013 World Rowing Cup,International Rowing Federation,2013-01-01,2013-07-12,Switzerland
