col0,col1,col2,col3,col4,col5,col6
Guadalquivir,Guadiana Menor,Guadalquivir,river,Sierra de Cazorla Comarca,56978,Spain
Nidelva,Leirelva,Nidelva,river,Selbusjø,311798,Norway
Oder,Kłodnica Canal,Oder,river,Fidlův kopec,125000,Czech Republic
Ain,Hérisson,Ain,river,La Favière,3630,France
Ohře,Svatava,Ohre,river,Fichtelgebirge,5614,Germany
Tisza,Shopurka River,Tisa,river,Rakhiv,157186,Hungary
Ket River,Orlovka River,Keť,river,Sayan Mountains,94200,Russia
Maritsa,Ergene,Marița,river,Rila,53846,Greece
Temnik,Udunga,Temnik,river,Chamar-Daban,5480,Russia
Tisza,Körös-ér,Tisa,river,Rakhiv,157186,Serbia
Balsas River,Cupatitzio River,Balsas,river,Mexican Plateau,113100,Mexico
Yantra,Rosica,Jantra,river,Balkan Mountains,7862,Bulgaria
Tech,Ample,Tectona grandis,river,Pyrenees,721,France
Lahn,Dill,lahn,river,Netphen,5964,Germany
Ohre,Beber,Ohře,river,Lower Saxony,1503,Germany
