col0,col1,col2,col3,col4,col5,col6
Naukan Yupik,5 critically endangered,Chukotka Autonomous Okrug,50,8a Moribund,Yupik languages,modern language
Deg Xinag,5 critically endangered,Alaska,40,8b Nearly Extinct,Northern Athabaskan languages,modern language
Cornish,5 critically endangered,Cornwall,0,9 Reawakening,Southwestern Brythonic languages,modern language
Ahtna,5 critically endangered,Alaska,80,8a Moribund,Northern Athabaskan languages,modern language
Michif,5 critically endangered,North Dakota,730,8b Nearly Extinct,mixed language,modern language
Ulch,5 critically endangered,Khabarovsk Krai,154,8a Moribund,Tungusic languages,modern language
Udege,5 critically endangered,Primorsky Krai,103,8a Moribund,Tungusic languages,modern language
Tofa language,5 critically endangered,Irkutsk Oblast,93,8a Moribund,Siberian Turkic languages,language
Car language,5 critically endangered,Nicobar Islands,37000,3 Wider Communication,Nicobarese languages,language
Orok,5 critically endangered,Sakhalin Oblast,47,8a Moribund,Tungusic languages,language
Negidal,5 critically endangered,Khabarovsk Krai,74,8a Moribund,Tungusic languages,language
Oroch,5 critically endangered,Khabarovsk Krai,8,8b Nearly Extinct,Tungusic languages,language
Itelmen,5 critically endangered,Koryak Okrug,82,8a Moribund,Kamchatkan languages,language
