col0,col1,col2,col3
Independence Township,339,36.3,Brandon Township
Berlin Charter Township,179,37.1,Ash Township
Bloomfield Township,260,26,Sylvan Lake
East China Township,179,7.8,Marine City
Chesterfield Township,180,30.7,New Haven
Clinton Township,267,73037664,Shelby Charter Township
Harrison Township,176,23.8,Chesterfield Township
Flint Township,241,23.6,Swartz Creek
Bloomfield Township,260,26,Franklin
Flint Township,241,23.6,Mount Morris Township
Bloomfield Township,260,26,West Bloomfield Township
Monroe Charter Township,182,18.4,Monroe
