col0,col1,col2,col3,col4,col5,col6,col7
Indiana County,Indiana County,county of Pennsylvania,Indigenous peoples of America,Indiana,United States of America,Cambria County,"National Register of Historic Places listings in Indiana County, Pennsylvania"
Cameron County,Cameron County,county of Pennsylvania,Simon Cameron,Emporium,United States of America,Clinton County,National Register of Historic Places listings in Pennsylvania
Cumberland County,Cumberland County,county of Pennsylvania,Cumberland,Carlisle,United States of America,Adams County,"National Register of Historic Places listings in Cumberland County, Pennsylvania"
Franklin County,Franklin County,county of Pennsylvania,Benjamin Franklin,Chambersburg,United States of America,Adams County,"National Register of Historic Places listings in Franklin County, Pennsylvania"
Lehigh County,Lehigh County,county of Pennsylvania,Lehigh River,Allentown,United States of America,Montgomery County,"National Register of Historic Places listings in Lehigh County, Pennsylvania"
Beaver County,Beaver County,county of Pennsylvania,Beaver River,Beaver,United States of America,Allegheny County,"National Register of Historic Places listings in Beaver County, Pennsylvania"
Greene County,Greene County,county of Pennsylvania,Nathanael Greene,Waynesburg,United States of America,Monongalia County,"National Register of Historic Places listings in Greene County, Pennsylvania"
Clinton County,Clinton County,county of Pennsylvania,DeWitt Clinton,Lock Haven,United States of America,Clearfield County,"National Register of Historic Places listings in Clinton County, Pennsylvania"
Crawford County,Crawford County,county of Pennsylvania,William Crawford,Meadville,United States of America,Trumbull County,"National Register of Historic Places listings in Crawford County, Pennsylvania"
Huntingdon County,Huntingdon County,county of Pennsylvania,Huntingdonshire,Huntingdon,United States of America,Fulton County,"National Register of Historic Places listings in Huntingdon County, Pennsylvania"
Berks County,Berks County,county of Pennsylvania,Berkshire,Reading,United States of America,Montgomery County,"National Register of Historic Places listings in Berks County, Pennsylvania"
