col0,col1,col2,col3
München Rosenheimer Platz station,DB Netz,category 3 railway station,Haidhausen
Schönfließ railway station,DB Station&Service,category 6 railway station,"Schönfließ, Mühlenbecker Land"
Ahrensfelde station,DB Station&Service,category 4 railway station,Marzahn
Berlin-Karow station,DB Station&Service,category 4 railway station,Karow
Berlin-Blankenburg station,DB Netz,category 4 railway station,Blankenburg
Berlin-Stresow railway station,DB Station&Service,category 5 railway station,Spandau
München Isartor station,DB Netz,category 4 railway station,Münchner Altstadt
Berlin Landsberger Allee station,DB Station&Service,category 4 railway station,Prenzlauer Berg
Berlin-Charlottenburg station,DB Station&Service,category 3 railway station,Charlottenburg
Hamburg Wandsbeker Chaussee station,Hamburger Hochbahn,category 4 railway station,Eilbek
Langenfelde station,DB Regio,category 4 railway station,Stellingen
Hammerbrook station,DB Regio,category 4 railway station,Hammerbrook
Hasselbrook station,DB Regio,category 4 railway station,Hamm
Barmbek station,Hamburger Hochbahn,category 4 railway station,Barmbek-Nord
Ohlsdorf,Hamburger Hochbahn,category 4 railway station,Ohlsdorf
