col0,col1,col2,col3,col4,col5,col6
New Zealand,11792,Supreme Court of New Zealand,Colony of New Zealand,230,International Hydrographic Organization,Wikipedia:Vital articles
Australia,107065,High Court of Australia,United Kingdom of Great Britain and Ireland,230,International Hydrographic Organization,Wikipedia:Vital articles
New Zealand,11792,Supreme Court of New Zealand,Colony of New Zealand,230,International Bank for Reconstruction and Development,Wikipedia:Vital articles
Australia,107065,High Court of Australia,United Kingdom of Great Britain and Ireland,230,International Bank for Reconstruction and Development,Wikipedia:Vital articles
New Zealand,11792,Supreme Court of New Zealand,Colony of New Zealand,230,Asian Development Bank,Wikipedia:Vital articles
Australia,107065,High Court of Australia,United Kingdom of Great Britain and Ireland,230,Asian Development Bank,Wikipedia:Vital articles
New Zealand,11792,Supreme Court of New Zealand,Colony of New Zealand,230,Asia-Pacific Economic Cooperation,Wikipedia:Vital articles
Australia,107065,High Court of Australia,United Kingdom of Great Britain and Ireland,230,Food and Agriculture Organization of the United Nations,Wikipedia:Vital articles
New Zealand,11792,Supreme Court of New Zealand,Colony of New Zealand,230,Organisation for Economic Co-operation and Development,Wikipedia:Vital articles
Australia,107065,High Court of Australia,United Kingdom of Great Britain and Ireland,230,G20,Wikipedia:Vital articles
