col0,col1,col2,col3
Historic Centre of Porto,Portugal,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",object illustrates  significant stage in human history
Historic Centre of Morelia,Mexico,Morelia Municipality,object illustrates  significant stage in human history
Historic Centre of Puebla,Mexico,Puebla,object illustrates  significant stage in human history
Historic Centre of Florence,Italy,borough 1 of Florence,object illustrates  significant stage in human history
Old Quebec,Canada,La Cité-Limoilou,object illustrates  significant stage in human history
Historic Centre of Lima,Peru,Lima,object illustrates  significant stage in human history
Historic Monuments Zone of Querétaro,Mexico,Querétaro,object illustrates  significant stage in human history
Historic Fortified Town of Campeche,Mexico,Campeche Municipality,object illustrates  significant stage in human history
Centro Histórico de Angra do Heroísmo,Portugal,Sé,object illustrates  significant stage in human history
Historic Centre of Lima,Peru,Rímac,object illustrates  significant stage in human history
Historic Centre of Santa Cruz de Mompox,Colombia,Santa Cruz de Mompox,object illustrates  significant stage in human history
