col0,col1,col2,col3
Presentation of Christ in the Temple,10,Armenia!,Armenian Library and Museum of America
Gospel Book,27,Armenia!,Matenadaran
Gospel Book,18,Armenia!,Matenadaran
Gospel Book,24,Armenia!,Matenadaran
Bible,18,Armenia!,Matenadaran
Gospel Book,14.6,Armenia!,Matenadaran
Hymnal Depicting the Battle of Avarayr,10.1,Armenia!,Matenadaran
Commentary on the Psalms,14.5,Armenia!,Matenadaran
Gospel Book,25.7,Armenia!,Matenadaran
Bible of Yerevan,16,Armenia!,Matenadaran
Gospel Book,17.4,Armenia!,Matenadaran
