col0,col1,col2,col3,col4
Teatro Augusteo,1929-01-01,theatre,Anfiteatro Correa,Naples
Pantages Theatre,1907-01-01,movie theater,Pantages Theatre,Vancouver
Orpheum Theatre,1926-01-01,movie theater,Orpheum Theatre,San Francisco
Pantages Theatre,1907-01-01,theatre,Pantages Theatre,Vancouver
Orpheum Theatre,1926-01-01,theatre,Orpheum Theatre,San Francisco
Kino-Palatsi,1911-01-01,movie theater,Kinopalatsi,Helsinki
Grand Cinema,1933-01-01,movie theater,Shanghai Grand Theatre,Shanghai
Sture,1920-01-01,movie theater,Sture,Stockholm Municipality
Romanisches Haus,1896-01-01,restaurant,Gloria-Palast,Charlottenburg-Wilmersdorf
Hollywood Pantages Theatre,1930-01-01,music venue,Pantages Theatre,Los Angeles
City Theater,1907-01-01,movie theater,CityCinema Venlo,Venlo
Kino Babylon,1929-01-01,movie theater,Babylon Kreuzberg,Mitte
Hollywood Pantages Theatre,1930-01-01,movie theater,Pantages Theatre,Los Angeles
Gloria-Palast,1953-01-01,movie theater,Romanisches Haus,Charlottenburg-Wilmersdorf
Hollywood Pantages Theatre,1930-01-01,theatre,Pantages Theatre,Los Angeles
