col0,col1,col2,col3
Kalmar,8,Kalmar Municipality,40434
Motala,89,Motala Municipality,31476
Umeå,12,Umeå Municipality,88203
Lund,30,Lund Municipality,92069
Halmstad,11,Halmstad Municipality,69537
Jönköping,104,Jönköping Municipality,97996
Norrköping,0,Norrköping Municipality,96946
Malmö,12,Malmö Municipality,317245
Falköping,218,Falköping Municipality,17828
Borlänge,151,Borlänge Municipality,43107
Alingsås,66,Alingsås Municipality,27266
Eskilstuna,26,Eskilstuna Municipality,70261
Landskrona,99,Landskrona Municipality,33296
Falun,110,Falun Municipality,38476
