col0,col1,col2,col3,col4,col5,col6
Lufeng,1681,People's Republic of China,county-level city,1358265,Hedong,Shanwei
Luoding,2300,People's Republic of China,county-level city,959006,Lishao,Yunfu
Qian'an,1208,People's Republic of China,county-level city,728160,Wuzhong'an,Tangshan
Qionghai,1692,People's Republic of China,county-level city,483217,Bo’ao,Hainan
Wenchang,2403,People's Republic of China,county-level city,537426,Puqian,Hainan
Lufeng,1681,People's Republic of China,subprefecture-level city,1358265,Hedong,Shanwei
Luoding,2300,People's Republic of China,subprefecture-level city,959006,Lishao,Yunfu
Qian'an,1208,People's Republic of China,subprefecture-level city,728160,Wuzhong'an,Tangshan
Qionghai,1692,People's Republic of China,subprefecture-level city,483217,Bo’ao,Hainan
Wenchang,2403,People's Republic of China,subprefecture-level city,537426,Puqian,Hainan
Yongcheng,2068,People's Republic of China,city with millions of inhabitants,1240382,Liuhe,Henan
Dengzhou,2294,People's Republic of China,city with millions of inhabitants,1468061,Liuji,Henan
Lufeng,1681,People's Republic of China,city with millions of inhabitants,1358265,"Jiazi, Lufeng, Guangdong",Shanwei
Yongcheng,2068,People's Republic of China,county-level city,1240382,Liuhe,Henan
Dengzhou,2294,People's Republic of China,county-level city,1468061,Liuji,Henan
