col0,col1,col2,col3
That’s how the light gets in,light,Marie-Claire Blais,Musée d'art contemporain de Montréal
Her Story Today,Women artists,Wanda Koop,Montreal Museum of Fine Arts
The Disorderless of Things,disobedience,Christine Major,Université du Québec
The Body in Question,body,Monique Régimbald-Zeiber,Université du Québec
The Disorderless of Things,disobedience,Maria Marshall,Université du Québec
The Body in Question,body,Kate Craig,Université du Québec
The Disorderless of Things,disobedience,Melanie Smith,Université du Québec
The Body in Question,body,Derek Michael Besant,Université du Québec
The Disorderless of Things,disobedience,Catherine Opie,Université du Québec
Black USA,African American art,David Hammons,Amsterdam
documenta 1,abstract art,Ernesto de Fiori,Fridericianum
The War Which Is Coming Is Not the First One,World War I,Tullio Crali,Museum of Modern and Contemporary Art of Trento and Rovereto
Lost in Landscape,landscape,Massimo Bartolini,Museum of Modern and Contemporary Art of Trento and Rovereto
