col0,col1,col2,col3,col4,col5,col6
tantalum-164,1309867.508,163.953534,14.2,tantalum,hafnium-164,3
tantalum-161,1281149.772,160.958369031,3.08,tantalum,hafnium-161,0.5
tantalum-159,1260667.275,158.963028052,0.83,tantalum,hafnium-159,0.5
tantalum-158,1249306,157.966541,55,tantalum,hafnium-158,2
tantalum-157,1239678.751,156.968230251,10.1,tantalum,hafnium-156,0.5
tantalum-156,1227876,155.972237,144,tantalum,hafnium-155,2
tantalum-155,1217835,154.974312,2.9,tantalum,hafnium-154,5.5
tantalum-161,1281149.772,160.958369031,3.08,tantalum,lutetium-157,0.5
tantalum-159,1260667.275,158.963028052,0.83,tantalum,lutetium-155,0.5
tantalum-158,1249306,157.966541,55,tantalum,lutetium-154,2
