col0,col1,col2,col3,col4,col5,col6,col7
2020 Taiwanese First Badminton Ranking,2019 Taiwanese Second Badminton Ranking,Neihu District,national championship,Taiwanese National Badminton Ranking Tournament,2020-01-01,2020-01-16,2020-01-01
2019 Taiwanese Second Badminton Ranking,2019 Taiwanese First Badminton Ranking,Taichung,national championship,Taiwanese National Badminton Ranking Tournament,2019-01-01,2019-07-02,2019-06-25
2019 Taiwanese First Badminton Ranking,2018 Taiwanese Second Badminton Ranking,Taipei,national championship,Taiwanese National Badminton Ranking Tournament,2019-01-01,2019-01-21,2019-01-14
2018 Taiwanese Second Badminton Ranking,2018 Taiwanese First Badminton Ranking,Taichung,national championship,Taiwanese National Badminton Ranking Tournament,2018-01-01,2018-06-17,2018-06-10
2018 Taiwanese First Badminton Ranking,2017 Taiwanese Second Badminton Ranking,Taipei,national championship,Taiwanese National Badminton Ranking Tournament,2018-01-01,2018-01-10,2018-01-03
2017 Taiwanese Second Badminton Ranking,2017 Taiwanese First Badminton Ranking,Taichung,national championship,Taiwanese National Badminton Ranking Tournament,2017-01-01,2017-07-19,2017-07-12
2017 Taiwanese First Badminton Ranking,2016 Taiwanese Second Badminton Ranking,Taipei,national championship,Taiwanese National Badminton Ranking Tournament,2017-01-01,2017-01-10,2017-01-03
2015 Taiwanese Second Badminton Ranking,2015 Taiwanese First Badminton Ranking,Taichung,national championship,Taiwanese National Badminton Ranking Tournament,2015-01-01,2015-08-03,2015-07-28
2015 Taiwanese First Badminton Ranking,2014 Taiwanese Second Badminton Ranking,Taipei,national championship,Taiwanese National Badminton Ranking Tournament,2015-01-01,2015-01-11,2015-01-05
2014 Taiwanese Second Badminton Ranking,2014 Taiwanese First Badminton Ranking,Taichung,national championship,Taiwanese National Badminton Ranking Tournament,2014-01-01,2014-06-22,2014-06-16
2014 Taiwanese First Badminton Ranking,2013 Taiwanese Second Badminton Ranking,Pingtung County,national championship,Taiwanese National Badminton Ranking Tournament,2014-01-01,2014-01-17,2014-01-11
2013 Taiwanese Second Badminton Ranking,2013 Taiwanese First Badminton Ranking,Taichung,national championship,Taiwanese National Badminton Ranking Tournament,2013-01-01,2013-07-28,2013-07-23
2013 Taiwanese First Badminton Ranking,2012 Taiwanese Second Badminton Ranking,New Taipei City,national championship,Taiwanese National Badminton Ranking Tournament,2013-01-01,2013-01-24,2013-01-19
2012 Taiwanese Second Badminton Ranking,2012 Taiwanese First Badminton Ranking,Kaohsiung,national championship,Taiwanese National Badminton Ranking Tournament,2012-01-01,2012-10-21,2012-10-16
2012 Taiwanese First Badminton Ranking,2011 Taiwanese Second Badminton Ranking,Taichung,national championship,Taiwanese National Badminton Ranking Tournament,2012-01-01,2012-05-20,2012-05-14
