col0,col1,col2,col3
2019 Cyprus rape allegation case,2100-01-01,criminal case,Famagusta District
La Manada sexual abuse case,2016-07-07,criminal case,Pamplona
Marissa Alexander case,2010-08-01,criminal trial,Jacksonville
Policeman murder in Georgensgmünd 2016,2016-10-19,criminal case,Georgensgmünd
2016 Chemnitz terrorism plot,2016-10-08,criminal case,Chemnitz
Michèle Couturat affaire,1980-03-08,criminal case,Étampes
Christian Ranucci case,1974-06-03,criminal case,Marseille
Jonathan Coulom affaire,2004-04-07,criminal case,Saint-Brevin-les-Pins
José Bretón case,2011-10-08,criminal case,Córdoba
Marissa Alexander case,2010-08-01,criminal case,Jacksonville
Noida double murder case,2008-05-16,criminal case,Noida
Lesja Murder Case,1987-02-10,kidnapping,Lesja
