col0,col1,col2,col3,col4,col5,col6
Daly,Barunga,County of Daly,Dominick Daly,1862-01-01,Australia,county of South Australia
Gawler,Inkerman,County of Gawler,George Gawler,1842-01-01,Australia,county of South Australia
Sturt,Monarto,County of Sturt,Charles Sturt,1842-01-01,Australia,county of South Australia
Hanson,French,County of Hanson,Richard Hanson,1877-07-20,Australia,county of South Australia
Kimberley,Gumbowie,County of Kimberley,"John Wodehouse, 1st Earl of Kimberley",1871-07-20,Australia,county of South Australia
Chandos,Pinnaroo,County of Chandos,"Richard Plantagenet Temple-Nugent-Brydges-Chandos-Grenville, 3rd Duke of Buckingham and Chandos",1893-01-01,Australia,county of South Australia
Albert,The Murray,County of Albert,"Albert, Prince Consort",1860-04-19,Australia,county of South Australia
Frome,Booleroo,County of Frome,Edward Frome,1851-01-01,Australia,county of South Australia
Way,Catt,County of Way,Samuel Way,1889-01-01,Australia,county of South Australia
Newcastle,Yarra,County of Newcastle,"Francis Pelham-Clinton-Hope, 8th Duke of Newcastle",1876-06-22,Australia,county of South Australia
Dalhousie,Yongala,County of Dalhousie,"James Broun-Ramsay, 1st Marquess of Dalhousie",1871-01-01,Australia,county of South Australia
