col0,col1,col2,col3,col4,col5,col6
2010 Australian Open,2010 Australian Open – Women's Doubles,2011 Australian Open,2009 Australian Open,Australian Open,International Tennis Federation,Australia
1997 Australian Open,1997 Australian Open – Men's Doubles,1998 Australian Open,1996 Australian Open,Australian Open,International Tennis Federation,Australia
1994 Australian Open,1994 Australian Open – Women's Doubles,1995 Australian Open,1993 Australian Open,Australian Open,International Tennis Federation,Australia
1993 Australian Open,1993 Australian Open – Women's Singles,1994 Australian Open,1992 Australian Open,Australian Open,International Tennis Federation,Australia
2002 Australian Open,2002 Australian Open – Women's Singles,2003 Australian Open,2001 Australian Open,Australian Open,International Tennis Federation,Australia
2019 Australian Open,2019 Australian Open – Women's Singles,2020 Australian Open,2018 Australian Open,tennis tournament edition,International Tennis Federation,Australia
2018 Australian Open,2018 Australian Open – Mixed Doubles,2019 Australian Open,2017 Australian Open,tennis tournament edition,International Tennis Federation,Australia
2017 Australian Open,2017 Australian Open – Women's Doubles,2018 Australian Open,2016 Australian Open,tennis tournament edition,International Tennis Federation,Australia
2016 Australian Open,2016 Australian Open – Men's Singles,2017 Australian Open,2015 Australian Open,tennis tournament edition,International Tennis Federation,Australia
2015 Australian Open,2015 Australian Open – Men's Singles,2016 Australian Open,2014 Australian Open,tennis tournament edition,International Tennis Federation,Australia
2019 Australian Open,2019 Australian Open – Women's Singles,2020 Australian Open,2018 Australian Open,Australian Open,International Tennis Federation,Australia
2018 Australian Open,2018 Australian Open – Mixed Doubles,2019 Australian Open,2017 Australian Open,Australian Open,International Tennis Federation,Australia
