col0,col1,col2,col3,col4,col5
Hoodoo Ridge Lookout,place listed on the National Register of Historic Places,Wallowa County,4219,government building,United States of America
Hidden Lake Peak Lookout,place listed on the National Register of Historic Places,Washington,6732,fire lookout tower,United States of America
Hillsboro Peak Lookout Tower and Cabin,place listed on the National Register of Historic Places,New Mexico,9991,fire lookout tower,United States of America
Three Fingers Lookout,place listed on the National Register of Historic Places,Washington,6603,fire lookout tower,United States of America
Udell Lookout Tower,place listed on the National Register of Historic Places,Michigan,1031,fire lookout tower,United States of America
Clay Butte Lookout,place listed on the National Register of Historic Places,Park County,9755,fire lookout tower,United States of America
Jacob Lake Lookout Tower,place listed on the National Register of Historic Places,Arizona,8130,fire lookout tower,United States of America
Hoodoo Ridge Lookout,place listed on the National Register of Historic Places,Wallowa County,4219,fire lookout tower,United States of America
Sourdough Mountain Lookout,place listed on the National Register of Historic Places,Whatcom County,5905,fire lookout tower,United States of America
Fifield Fire Lookout Tower,place listed on the National Register of Historic Places,Price County,1587,fire lookout tower,United States of America
Hershberger Mountain Lookout,place listed on the National Register of Historic Places,Douglas County,6081,fire lookout tower,United States of America
Chenocetah Fire Tower,place listed on the National Register of Historic Places,Cornelia,1793,fire lookout tower,United States of America
Crossroads Fire Tower,place listed on the National Register of Historic Places,Ashley County,164,fire lookout tower,United States of America
Suntop Lookout,place listed on the National Register of Historic Places,Pierce County,5214,fire lookout tower,United States of America
Union Lookout,place listed on the National Register of Historic Places,Union County,579,fire lookout tower,United States of America
