col0,col1,col2,col3
San Michele in Bosco,Renaissance architecture,Michael the Archangel,monastery (built complex)
Santo Stefano in Pane,Romanesque architecture,Stephen,movie theater
Pio Monte della Misericordia,baroque architecture,Divine Mercy,church building
Santo Stefano in Pane,Romanesque architecture,Stephen,church building
Santa Maria in Vado,Renaissance architecture,Virgin Mary,church building
Santa Maria in Laterano,neoclassicism,Virgin Mary,church building
Santa Maria delle Lauretane,baroque architecture,Virgin Mary,church building
Santa Maria delle Grazie alle Fornaci fuori Porta Cavalleggeri,Baroque,Virgin Mary,church building
Santa Maria del Gradaro,Romanesque architecture,Virgin Mary,church building
Santa Maria del Casale,Romanesque architecture,Virgin Mary,church building
Santa Maria Impensole,Romanesque architecture,Virgin Mary,church building
Santa Lucia del Gonfalone,baroque architecture,Saint Lucy,church building
