col0,col1,col2,col3,col4,col5,col6
Artashat,city or town in Armenia,-0175-01-01T00:00:00Z,UTC+04:00,Armenian oblast,Clamart,18.3
Alaverdi,city or town in Armenia,1899-01-01,UTC+04:00,Armenian Soviet Socialist Republic,Daugavpils,18
Kapan,city or town in Armenia,1801-01-01,UTC+04:00,Syunik Province,Barysau,36
Abovyan,city or town in Armenia,1963-01-01,UTC+04:00,Kotayk Region,Villeurbanne,7
Armavir,city or town in Armenia,1931-01-01,UTC+04:00,Erivan Governorate,Feodosiya,8.51
Yerevan,city with millions of inhabitants,-0781-01-01T00:00:00Z,UTC+04:00,Armenia,Stavropol,227
Alaverdi,town,1899-01-01,UTC+04:00,Armenian Soviet Socialist Republic,Daugavpils,18
Yerevan,capital,-0781-01-01T00:00:00Z,UTC+04:00,Armenia,Los Angeles,227
Berd,city or town in Armenia,0898-01-01,UTC+04:00,Tavush Region,Focșani,3.5
Agarak,city or town in Armenia,1949-01-01,UTC+04:00,Syunik Province,Salihorsk,6
Goris,city or town in Armenia,1870-01-01,UTC+04:00,Syunik Province,Vienne,36
Gyumri,city or town in Armenia,1837-01-01,UTC+04:00,Shirak Region,Alexandria,46.2
Vanadzor,city or town in Armenia,1828-01-01,UTC+04:00,Lori Region,Podolsk,25.1
Stepanavan,city or town in Armenia,1810-01-01,UTC+04:00,Lori Region,Décines-Charpieu,14
Dilijan,city or town in Armenia,1951-01-01,UTC+04:00,Erivan Governorate,Noale,13
