col0,col1,col2,col3
petroleum industry,Template:Petroleum industry,petroleum-gas industry,extractive industry
software,Template:Infobox software,computer,creative work
insurance,Template:Insurance,risk management,financial product
agriculture,Template:Agriculture,primary sector of the economy,academic discipline
health care,Template:Health care,tertiary sector of the economy,service
software,Template:Infobox software,computer,product
health care,Template:Health care,tertiary sector of the economy,care
agriculture,Template:Agriculture,primary sector of the economy,craft
insurance,Template:Insurance,risk management,financial services
marketing,Template:Marketing,economy,economic branch
