col0,col1,col2,col3
Heathrow Terminal 4,1986-04-01,Heathrow Airport,London Borough of Hillingdon
International Terminal,2000-12-01,San Francisco International Airport,San Mateo County
Terminal 2,1954-08-27,San Francisco International Airport,San Mateo County
Washington National Airport Terminal and South Hangar Line,1941-06-16,Ronald Reagan Washington National Airport,Arlington County
Terminal 7,1970-01-01,John F. Kennedy International Airport,Queens
Terminal 1,1998-01-01,John F. Kennedy International Airport,Queens
Soekarno–Hatta International Airport Terminal 3,2016-08-09,Soekarno–Hatta International Airport,Tangerang
Hong Kong International Airport Terminal 1,1998-07-06,Hong Kong International Airport,Hong Kong
Terminal 1,1987-08-01,O'Hare International Airport,Chicago
Heathrow Terminal 1,1969-04-01,Heathrow Airport,England
L Stinger,2018-05-11,Terminal 3,Chicago
Terminal 3,2015-04-08,Narita International Airport,Narita
