col0,col1,col2,col3,col4
HSC Condor Rapide,Incat,high-speed craft,86.62,1997-01-01
HSC Condor 10,Incat,high-speed craft,74,1993-01-01
HSV-2 Swift,Incat,high-speed craft,98,2003-01-01
HSC Our Lady Patricia,Incat,motor ship,29.62,1986-01-01
Kaiyo,Mitsui Group,research vessel,62,1985-01-01
Steigtind,Austal,catamaran,45,2003-01-01
Flyingcat 6,Fjellstrand,catamaran,40,1997-01-01
IMO 9134543,Fjellstrand,catamaran,40,1996-01-01
MS «Fjordlys»,Brødrene Aa,catamaran,28,2015-01-01
HSC Atlantic Express,Incat,catamaran,74,1991-01-01
HSC Express 3,Incat,catamaran,109,2017-01-01
