col0,col1,col2,col3,col4
Fisht Olympic Stadium,Sochi,Government of Russia,association football,BuroHappold Engineering
Lusail Iconic Stadium,Lusail,Qatar Football Association,association football,Foster + Partners
Heinz Field,Pittsburgh,Sports & Exhibition Authority of Pittsburgh and Allegheny County,American football,Populous
M&T Bank Stadium,Baltimore,Maryland Stadium Authority,American football,Populous
Raymond James Stadium,Tampa,Hillsborough County,American football,Populous
FirstEnergy Stadium,Ohio,Cleveland,American football,Populous
NRG Stadium,Houston,Harris County,American football,Populous
Forsyth Barr Stadium,Otago Region,Dunedin City Council,rugby union,Populous
PNC Park,Pittsburgh,Sports & Exhibition Authority of Pittsburgh and Allegheny County,baseball,Populous
Oriole Park at Camden Yards,Baltimore,Maryland Stadium Authority,baseball,Populous
Great American Ball Park,Cincinnati,Hamilton County,baseball,Populous
