col0,col1,col2,col3,col4
Hremyach Rural Council,Ukraine,99.716,1956-01-01,Novhorod-Siverskyi Raion
Khmilnytsia,Ukraine,46.909,1954-01-01,Chernihiv Raion
Rudka,Ukraine,46.76,1919-01-01,Chernihiv Raion
Novooleksandrivka,Ukraine,3.418,1956-01-01,Kreminna Raion
Kalinivsky rural council,Ukraine,38.8,1994-10-19,Sambir Raion
Korniyivka,Ukraine,4.8,1700-01-01,Baryshivka Raion
Huliaipilske,Ukraine,0.002,1934-01-01,Huliaipole Raion
Lutsenkivska village council,Ukraine,85.613,1918-01-01,Lokhvytsia Raion
Kamianii Brid,Ukraine,3.2,1606-01-01,Korostyshiv Raion
Kolodiazhne,Ukraine,219.7,1241-01-01,Romaniv Raion
Dovge,Ukraine,211,1680-01-01,Drohobych Raion
Dolynske Council,Ukraine,95.933,1995-01-01,Zaporizhia Raion
Zhnyborody rural council,Ukraine,13.15,1992-01-01,Buchach Raion
Mylchytsi Village Council,Ukraine,24.94,1946-01-01,Horodok Raion
