col0,col1,col2,col3,col4
East Bay South,Mountain Time Zone,Provo Towne Centre,Utah Valley Express,Utah Transit Authority
East Bay North,Mountain Time Zone,Provo Towne Centre,Utah Valley Express,Utah Transit Authority
Towne Centre Boulevard,Mountain Time Zone,Provo,Utah Valley Express,Utah Transit Authority
400 South,Mountain Time Zone,Provo,Utah Valley Express,Utah Transit Authority
UVU,Mountain Time Zone,Orem,Utah Valley Express,Utah Transit Authority
North Temple,Mountain Time Zone,Salt Lake City Intermodal Hub,FrontRunner,Utah Transit Authority
University Place,Mountain Time Zone,Main Street,Utah Valley Express,Utah Transit Authority
Lakeview,Mountain Time Zone,Main Street,Utah Valley Express,Utah Transit Authority
Main Street,Mountain Time Zone,University Place,Utah Valley Express,Utah Transit Authority
2230 North,Mountain Time Zone,University Place,Utah Valley Express,Utah Transit Authority
