col0,col1,col2,col3,col4,col5,col6
2018 Tour de l'Ain,Javier Moreno,David Gaudu,2017 Tour de l'Ain,road bicycle racing,Lilian Calmejane,Rein Taaramäe
2016 Tour de l'Ain,Bart De Clercq,Sam Oomen,2015 Tour de l'Ain,road bicycle racing,Romain Hardy,Brice Feillu
2017 Tour de l'Ain,Brice Feillu,Galym Akhmetov,2016 Tour de l'Ain,road bicycle racing,Thibaut Pinot,Mattia Cattaneo
2016 Tour de l'Ain,Sam Oomen,Sam Oomen,2015 Tour de l'Ain,road bicycle racing,Samuel Dumoulin,Brice Feillu
2017 Tour de l'Ain,Stef Clement,Galym Akhmetov,2016 Tour de l'Ain,road bicycle racing,Brice Feillu,Brice Feillu
2016 Tour de l'Ain,Maxime Monfort,Sam Oomen,2015 Tour de l'Ain,road bicycle racing,Bart De Clercq,Bart De Clercq
2017 Tour de l'Ain,Stef Clement,Galym Akhmetov,2016 Tour de l'Ain,road bicycle racing,Brice Feillu,Thibaut Pinot
2016 Tour de l'Ain,Sam Oomen,Lennard Kämna,2015 Tour de l'Ain,road bicycle racing,Samuel Dumoulin,David Gaudu
2018 Tour de l'Ain,Arthur Vichot,David Gaudu,2017 Tour de l'Ain,road bicycle racing,Rein Taaramäe,Romain Sicard
2017 Tour de l'Ain,Steven Kruijswijk,Galym Akhmetov,2016 Tour de l'Ain,road bicycle racing,Brice Feillu,Thibaut Pinot
2016 Tour de l'Ain,Maxime Monfort,Sam Oomen,2015 Tour de l'Ain,road bicycle racing,Samuel Dumoulin,Brice Feillu
