col0,col1,col2,col3
e-MEC entry,Wikidata property for an identifier that suggests notability,eventually complete,UNICURITIBA
National Thesis Number,Wikidata property for an identifier that suggests notability,eventually complete,Conditions générales de santé dans les favelas de Rio de Janeiro
Canal-U channel ID,Wikidata property for an identifier that suggests notability,eventually complete,Collège de France
UGentMemorialis ID,Wikidata property for an identifier that suggests notability,eventually complete,Daniël Vangroenweghe
Basisregistratie Instellingen number,Wikidata property for an identifier that suggests notability,eventually complete,Barlaeus Gymnasium
Catalogus Professorum Rostochiensium ID,Wikidata property for an identifier that suggests notability,eventually complete,Hans Spemann
Leidse Hoogleraren ID,Wikidata property for an identifier that suggests notability,eventually complete,Hugo Krabbe
NCES School ID,Wikidata property for an identifier that suggests notability,eventually complete,Grafton High School
NCES District ID,Wikidata property for an identifier that suggests notability,eventually complete,Montgomery County Public Schools
Integrated Postsecondary Education Data System ID,Wikidata property for an identifier that suggests notability,eventually complete,Valparaiso University
UAI code,Wikidata property for an identifier having a checksum,always incomplete,Lycée Henri-IV
