col0,col1,col2,col3,col4,col5,col6,col7
Caerphilly Castle,Cadw,Cardiff,Caerphilly Castle,guide book,Derek Renn,Caerphilly Castle,1997-01-01
Kirby Muxloe Castle,Office of Public Sector Information,London,Kirby Muxloe Castle,guide book,Charles Reed Peers,Kirby Muxloe Castle,1975-01-01
Bronllys Castle,Welsh Office,Cardiff,Bronllys Castle,guide book,Jeremy Knight,Bronllys Castle,1981-01-01
Peveril Castle,English Heritage,London,Peveril Castle,"version, edition, or translation",Richard Eales,castellology,2018-01-01
Llanstephan Castle,Office of Public Sector Information,Cardiff,Llanstephan Castle,guide book,D. J. Cathcart King,Llansteffan Castle,1977-01-01
Criccieth Castle,Cadw,Cardiff,Criccieth Castle,guide book,Richard Avent,castellology,1989-01-01
Conwy Castle,Cadw,Cardiff,Conwy Castle,guide book,Jeremy Ashbee,castellology,2007-01-01
The Tower of London,Office of Public Sector Information,London,The Tower of London,guide book,R. Allen Brown,Tower of London,1984-01-01
Castle Rising Castle,English Heritage,London,Castle Rising Castle,guide book,R. Allen Brown,Castle Rising,1987-01-01
Prudhoe Castle,English Heritage,London,Prudhoe Castle,guide book,Andrew Saunders,castellology,1993-01-01
"Richmond Castle and St Agatha’s Abbey, Easby",English Heritage,London,"Richmond Castle and St Agatha’s Abbey, Easby",guide book,John Goodall,castellology,2001-01-01
"Muchelney Abbey, Somerset",English Heritage,London,"Muchelney Abbey, Somerset",guide book,John Goodall,history of Somerset,2004-01-01
Whitby Abbey,English Heritage,London,Whitby Abbey,guide book,John Goodall,history of Yorkshire,2002-01-01
Ashby de la Zouch and Kirby Muxloe Castles,English Heritage,London,Ashby de la Zouch and Kirby Muxloe Castles,guide book,John Goodall,Kirby Muxloe Castle,2007-01-01
