col0,col1,col2,col3,col4,col5
Inauguration of Martin Van Buren,United States Capitol,Martin Van Buren,Second inauguration of Andrew Jackson,Inauguration of William Henry Harrison,1837-03-04
Inauguration of John Adams,Congress Hall,John Adams,Second inauguration of George Washington,First inauguration of Thomas Jefferson,1797-03-04
Inauguration of Herbert Hoover,United States Capitol,Herbert Hoover,Second inauguration of Calvin Coolidge,First inauguration of Franklin D. Roosevelt,1929-01-01
Inauguration of John Quincy Adams,United States Capitol,John Quincy Adams,Second inauguration of James Monroe,First inauguration of Andrew Jackson,1825-03-04
First inauguration of George W. Bush,United States Capitol,George W. Bush,Second inauguration of Bill Clinton,Second inauguration of George W. Bush,2001-01-01
First inauguration of Ronald Reagan,United States Capitol,Ronald Reagan,Inauguration of Jimmy Carter,Second inauguration of Ronald Reagan,1981-01-01
First inauguration of Thomas Jefferson,United States Capitol,Thomas Jefferson,Inauguration of John Adams,Second inauguration of Thomas Jefferson,1801-03-04
First inauguration of James Madison,United States Capitol,James Madison,Second inauguration of Thomas Jefferson,Second inauguration of James Madison,1809-03-04
First inauguration of Harry S. Truman,Cabinet Room,Harry S. Truman,Fourth inauguration of Franklin D. Roosevelt,Second inauguration of Harry S. Truman,1945-01-01
First inauguration of William McKinley,United States Capitol,William McKinley,Second inauguration of Grover Cleveland,Second inauguration of William McKinley,1897-03-04
