col0,col1,col2,col3,col4
Unha,Naut Aran,decentralized municipal entity,1280,Spain
Ars,Les Valls de Valira,decentralized municipal entity,1362,Spain
Bescaran,Les Valls de Valira,decentralized municipal entity,1360,Spain
Senet,Vilaller,decentralized municipal entity,1302.8,Spain
Civís,Les Valls de Valira,decentralized municipal entity,1511,Spain
Espui,La Torre de Cabdella,decentralized municipal entity,1283,Spain
Betren,Vielha e Mijaran,decentralized municipal entity,1007,Spain
Os de Civís,Les Valls de Valira,decentralized municipal entity,2150,Spain
Sorpe,Alt Àneu,decentralized municipal entity,1265.8,Spain
L'Estartit,Torroella de Montgrí,decentralized municipal entity,31,Spain
Pi,Bellver de Cerdanya,decentralized municipal entity,1075,Spain
Arròs,Val d'Aran,single entity of population,965,Spain
Casau,Vielha e Mijaran,single entity of population,1120,Spain
