col0,col1,col2,col3,col4,col5
1980 South Korean Badminton Championships,1981 South Korean Badminton Championships,Seoul,1980-01-01,WikiProject Badminton/tournament focus list,South Korean Badminton Championships
1979 South Korean Badminton Championships,1980 South Korean Badminton Championships,Seoul,1979-01-01,WikiProject Badminton/tournament focus list,South Korean Badminton Championships
1969 South Korean Badminton Championships,1971 South Korean Badminton Championships,Seoul,1969-01-01,WikiProject Badminton/tournament focus list,South Korean Badminton Championships
1968 South Korean Badminton Championships,1969 South Korean Badminton Championships,Seoul,1968-01-01,WikiProject Badminton/tournament focus list,South Korean Badminton Championships
1967 South Korean Badminton Championships,1968 South Korean Badminton Championships,Seoul,1967-01-01,WikiProject Badminton/tournament focus list,South Korean Badminton Championships
1966 South Korean Badminton Championships,1967 South Korean Badminton Championships,Seoul,1966-01-01,WikiProject Badminton/tournament focus list,South Korean Badminton Championships
1965 South Korean Badminton Championships,1966 South Korean Badminton Championships,Seoul,1965-01-01,WikiProject Badminton/tournament focus list,South Korean Badminton Championships
1964 South Korean Badminton Championships,1965 South Korean Badminton Championships,Seoul,1964-01-01,WikiProject Badminton/tournament focus list,South Korean Badminton Championships
1963 South Korean Badminton Championships,1964 South Korean Badminton Championships,Seoul,1963-01-01,WikiProject Badminton/tournament focus list,South Korean Badminton Championships
1962 South Korean Badminton Championships,1963 South Korean Badminton Championships,Seoul,1962-01-01,WikiProject Badminton/tournament focus list,South Korean Badminton Championships
1961 South Korean Badminton Championships,1962 South Korean Badminton Championships,Seoul,1961-01-01,WikiProject Badminton/tournament focus list,South Korean Badminton Championships
1957 South Korean Badminton Championships,1958 South Korean Badminton Championships,Seoul,1957-01-01,WikiProject Badminton/tournament focus list,South Korean Badminton Championships
1958 South Korean Badminton Championships,1961 South Korean Badminton Championships,Seoul,1958-01-01,WikiProject Badminton/tournament focus list,South Korean Badminton Championships
1998 South Korean Badminton Championships,1999 South Korean Badminton Championships,Seoul,1998-01-01,WikiProject Badminton/tournament focus list,South Korean Badminton Championships
