col0,col1,col2,col3,col4,col5,col6
2011 Finnish Badminton Championships,Finnish Badminton Championships,WikiProject Badminton/tournament focus list,badminton,2011 Finnish Badminton Championships – Men's singles,2011-01-01,2010 Finnish Badminton Championships
2010 Finnish Badminton Championships,Finnish Badminton Championships,WikiProject Badminton/tournament focus list,badminton,2010 Finnish Badminton Championships – Men's singles,2010-01-01,2009 Finnish Badminton Championships
2008 Finnish Badminton Championships,Finnish Badminton Championships,WikiProject Badminton/tournament focus list,badminton,2008 Finnish Badminton Championships – Men's singles,2008-01-01,2007 Finnish Badminton Championships
2004 Finnish Badminton Championships,Finnish Badminton Championships,WikiProject Badminton/tournament focus list,badminton,2004 Finnish Badminton Championships – Men's doubles,2004-01-01,2003 Finnish Badminton Championships
2003 Finnish Badminton Championships,Finnish Badminton Championships,WikiProject Badminton/tournament focus list,badminton,2003 Finnish Badminton Championships – Men's doubles,2003-01-01,2002 Finnish Badminton Championships
2002 Finnish Badminton Championships,Finnish Badminton Championships,WikiProject Badminton/tournament focus list,badminton,2002 Finnish Badminton Championships – Men's doubles,2002-01-01,2001 Finnish Badminton Championships
2001 Finnish Badminton Championships,Finnish Badminton Championships,WikiProject Badminton/tournament focus list,badminton,2001 Finnish Badminton Championships – Men's doubles,2001-01-01,2000 Finnish Badminton Championships
2000 Finnish Badminton Championships,Finnish Badminton Championships,WikiProject Badminton/tournament focus list,badminton,2000 Finnish Badminton Championships – Men's doubles,2000-01-01,1999 Finnish Badminton Championships
1999 Finnish Badminton Championships,Finnish Badminton Championships,WikiProject Badminton/tournament focus list,badminton,1999 Finnish Badminton Championships – Men's doubles,1999-01-01,1998 Finnish Badminton Championships
1998 Finnish Badminton Championships,Finnish Badminton Championships,WikiProject Badminton/tournament focus list,badminton,1998 Finnish Badminton Championships – Men's doubles,1998-01-01,1997 Finnish Badminton Championships
1997 Finnish Badminton Championships,Finnish Badminton Championships,WikiProject Badminton/tournament focus list,badminton,1997 Finnish Badminton Championships – Men's doubles,1997-01-01,1996 Finnish Badminton Championships
1996 Finnish Badminton Championships,Finnish Badminton Championships,WikiProject Badminton/tournament focus list,badminton,1996 Finnish Badminton Championships – Men's doubles,1996-01-01,1995 Finnish Badminton Championships
