col0,col1,col2,col3,col4
Spit of the Vasilievsky Island,Russia,cultural heritage site in Russia,Saint Petersburg,cultural heritage site in Russia
Tolaga Bay Wharf,New Zealand,NZHPT Category I listing,Gisborne District,pier
Swanbister House,United Kingdom,category B listed building,Orkney Islands,pier
"Harbour Pier, Hynish",United Kingdom,category A listed building,Argyll and Bute,pier
Conjunto de pilares na margem esquerda do rio Tejo,Portugal,Immovable Cultural Heritage of Public Interest,São Miguel do Rio Torto e Rossio ao Sul do Tejo,pier
Worthing Pier,United Kingdom,Grade II listed building,Worthing,pier
Victoria Pier,United Kingdom,Grade II listed building,Conwy County Borough,pier
Station Pier,Australia,listed on the Victorian Heritage Register,Victoria,pier
St Anne's Pier,United Kingdom,Grade II listed building,St Annes,pier
Saltburn Pier,United Kingdom,Grade II* listed building or structure,"Saltburn, Marske and New Marske",pier
