col0,col1,col2,col3,col4,col5
Bảo Thắng,rural district of Vietnam,Vietnam,674,Lào Cai,153
Bảo Lâm,rural district of Vietnam,Vietnam,1457,Lâm Đồng,891
Bảo Lạc,rural district of Vietnam,Vietnam,919,Cao Bằng,1080
Bắc Quang,rural district of Vietnam,Vietnam,1084,Hà Giang,72
Bắc Hà,rural district of Vietnam,Vietnam,680,Lào Cai,1151
Bắc Bình,rural district of Vietnam,Vietnam,1079,Bình Thuận,35
Bá Thước,rural district of Vietnam,Vietnam,777,Thanh Hóa,205
Nhà Bè,rural district of Vietnam,Vietnam,100,Ho Chi Minh City,4
Anh Sơn,rural district of Vietnam,Vietnam,597,Nghệ An,36
Ân Thi,rural district of Vietnam,Vietnam,128,Hưng Yên,4
An Minh,rural district of Vietnam,Vietnam,711,Kiên Giang,3
An Lão,rural district of Vietnam,Vietnam,692,Bình Định,451
An Biên,rural district of Vietnam,Vietnam,466,Kiên Giang,3
Tiên Du,rural district of Vietnam,Vietnam,108,Bắc Ninh,26
Thuận Thành,rural district of Vietnam,Vietnam,118,Bắc Ninh,4
