col0,col1,col2,col3,col4,col5
selenium-86,bromine-86,14.3,34,738036.692,selenium
selenium-85,bromine-85,32.9,34,731875.84,selenium
selenium-84,bromine-84,3.26,34,727338.612,selenium
selenium-83,bromine-83,22.3,34,718660.065,selenium
selenium-72,arsenic-72,8.4,34,622403.208,selenium
selenium-71,arsenic-71,4.74,34,609610.26,selenium
selenium-70,arsenic-70,41.1,34,600322.31,selenium
selenium-69,arsenic-69,27.4,34,586755.783,selenium
selenium-68,arsenic-68,35.5,34,576439.196,selenium
selenium-67,arsenic-67,136,34,560758.778,selenium
selenium-65,arsenic-65,33,34,531050,selenium
selenium-75,arsenic-75,119.79,34,650918.475,selenium
