col0,col1,col2,col3
Morrigan Lugus,main antagonist,giant in a work of fiction,fictional space traveller
Dajjal,antagonist,fictional humanoid,fictional mass murderer
Morrigan Lugus,main antagonist,fictional humanoid,fictional space traveller
Krishna,antihero,fictional clone,mass murderer
Freya,supporting character,deity in fictional work,witch in fantasy fiction and games
Mímir,sidekick,deity in fictional work,sage
Dajjal,antagonist,deity in fictional work,fictional mass murderer
Morrigan Lugus,main antagonist,deity in fictional work,fictional space traveller
Krishna,antihero,deity in fictional work,mass murderer
Freya,supporting character,fictional human,witch in fantasy fiction and games
Mímir,sidekick,fictional human,sage
Morrigan Lugus,main antagonist,fictional mutant,fictional space traveller
Freya,supporting character,video game character,witch in fantasy fiction and games
