col0,col1,col2,col3,col4
Mocs,Romania,Ordinary chondrite,Mociu,1882-02-03
Molina,Spain,Ordinary chondrite,Molina de Segura,1858-12-24
La Caille,France,iron meteorite,Caille,1650-01-01
Zaragoza,Spain,iron meteorite,Zaragoza Province,1950-01-01
Mocs,Romania,meteorite,Mociu,1882-02-03
La Caille,France,meteorite,Caille,1650-01-01
Molina,Spain,meteorite,Molina de Segura,1858-12-24
Zaragoza,Spain,meteorite,Zaragoza Province,1950-01-01
Sainte Rose meteorite,France,meteorite,Sainte-Rose,1983-06-01
Mocs,Romania,chondrite,Mociu,1882-02-03
Molina,Spain,chondrite,Molina de Segura,1858-12-24
