col0,col1,col2,col3,col4
Stratford,Shelton,New England town,Fairfield County,7
Orange,New Haven,New England town,New Haven County,65
Milton,Boston,New England town,Norfolk County,40
Ashburnham,Fitchburg,New England town,Worcester County,313
Bedford,Billerica,New England town,Middlesex County,41
Mashpee,Falmouth,New England town,Barnstable County,17
Hampden,Wilbraham,New England town,Hampden County,88
Sudbury,Acton,New England town,Middlesex County,58
Norton,Holland,New England town,Essex County,402
Proctor,Pittsford,New England town,Rutland County,147
Concord,Carlisle,New England town,Middlesex County,43
Millbury,Worcester,New England town,Worcester County,127
Addison,Panton,New England town,Addison County,32
