col0,col1,col2,col3
Cait,class M planet,Star Trek multiverse,The Worlds of the Federation
Berengaria Ⅶ,class M planet,Star Trek multiverse,The Worlds of the Federation
Cordian,class M planet,Star Trek multiverse,Star Trek: Star Charts
Valakis,class M planet,Star Trek multiverse,Star Trek: Star Charts
Rigel V,class M planet,Star Trek multiverse,The Worlds of the Federation
Delta IV,class M planet,Star Trek multiverse,Star Trek: Star Charts
Neural,class M planet,Star Trek multiverse,Star Trek: Star Charts
Ardana,class M planet,Star Trek multiverse,Star Trek Fact Files
Sherman's Planet,class M planet,Star Trek multiverse,Star Trek: Star Charts
Gamma Hydra Ⅳ,class M planet,Star Trek multiverse,Star Trek Concordance
Izar,class M planet,Star Trek multiverse,Star Trek: Star Charts
Beta Ⅲ,fictional planet,Star Trek multiverse,Star Trek Fact Files
Gideon,fictional planet,Star Trek multiverse,The Worlds of the Federation
