col0,col1,col2,col3,col4
New Home Township,Bates County,United States of America,Charlotte Township,44.63
Deepwater Township,Bates County,United States of America,Spruce Township,35.92
Clark Fork Township,Cooper County,United States of America,Saline Township,52.64
Boonville Township,Cooper County,United States of America,Saline Township,53.47
Blackwater Township,Cooper County,United States of America,Lamine Township,25.26
Deer Creek Township,Bates County,United States of America,Grand River Township,31.71
East Boone Township,Bates County,United States of America,Deer Creek Township,31.87
Clear Creek Township,Cooper County,United States of America,Blackwater Township,50.44
Charlotte Township,Bates County,United States of America,Elkhart Township,35.97
Elkhart Township,Bates County,United States of America,East Boone Township,35.54
